MONTH	BOROUGH	COMMUNITYDISTRICT	REFUSETONSCOLLECTED	PAPERTONSCOLLECTED	MGPTONSCOLLECTED	BOROUGH_ID
2015 / 11	Queens	11	3437.42	471.08	352.65	4
2015 / 11	Brooklyn	15	4497.28	546.98	390.4	3
2015 / 11	Manhattan	9	2299.18	242.13	213.21	1
2015 / 11	Bronx	12	3789.29	337.49	410.52	2
2015 / 11	Queens	6	2825.16	402.05	283.84	4
2015 / 11	Bronx	10	2484.21	313.18	289.72	2
2015 / 11	Queens	12	6602.46	439.08	597.89	4
2015 / 11	Manhattan	12	4787.37	391.21	413.5	1
2015 / 11	Bronx	8	2307.35	326.3	292.22	2
2015 / 11	Brooklyn	12	6116.59	627.76	332.73	3
2015 / 11	Queens	3	4678.23	336.63	363.4	4
2015 / 11	Manhattan	11	2161.61	197.47	164.42	1
2015 / 11	Queens	7	6625.12	749.73	562.71	4
2015 / 11	Manhattan	1	1278.19	362.14	200.6	1
2015 / 12	Queens	9	4118.77	576.71	509.39	4
2015 / 12	Brooklyn	15	4561.59	749.48	478.89	3
2015 / 12	Queens	6	2894.73	563	364.11	4
2015 / 12	Staten Island	2	4243.25	792.47	527.33	5
2015 / 12	Queens	1	4132.6	706.87	605.71	4
2015 / 12	Queens	11	3128.39	658.55	453.36	4
2015 / 12	Bronx	2	1578.64	126.18	160.01	2
2015 / 12	Brooklyn	4	3065.61	264.39	308.17	3
2015 / 12	Bronx	1	1950.92	126.24	135.61	2
2015 / 12	Manhattan	7	5304.28	1459.87	826.17	1
2015 / 12	Brooklyn	8	2737.62	318.94	271.64	3
2015 / 12	Brooklyn	7	3415.67	515.53	425.58	3
2015 / 12	Manhattan	9	2512.63	292.16	254.85	1
2015 / 12	Queens	5	4935.75	900.11	745.28	4
2015 / 12	Queens	8	3791.66	614.04	387.61	4
2015 / 12	Staten Island	1	5189.45	813.42	634.86	5
2015 / 12	Brooklyn	13	2083.08	207.24	187.76	3
2015 / 12	Bronx	5	3610.38	241.44	311.4	2
2015 / 12	Queens	13	5352.49	708.4	752.46	4
2015 / 12	Staten Island	3	5941.45	1118.37	705.23	5
2015 / 12	Queens	14	3096.38	319.08	227.99	4
2015 / 12	Bronx	12	3964.44	479.59	528.9	2
2015 / 12	Queens	7	6722	1022	708.49	4
2015 / 12	Manhattan	6	3019.21	719.31	465.34	1
2015 / 12	Brooklyn	2	2509.02	550.09	360.61	3
2015 / 12	Brooklyn	14	5108.02	544.35	346.45	3
2015 / 12	Queens	2	3028.53	539.96	380.62	4
2015 / 12	Bronx	9	3962.34	257.6	318.54	2
2015 / 12	Manhattan	8	5576.5	1516	880.95	1
2015 / 12	Bronx	6	2240.75	170.51	196.3	2
2015 / 12	Brooklyn	10	3411.18	690.23	470.82	3
2015 / 12	Bronx	4	4267.4	259.07	287	2
2015 / 12	Bronx	8	2470.71	450.02	393.54	2
2015 / 12	Queens	12	6701.75	643.48	777.79	4
2015 / 12	Manhattan	5	1374.7	351.54	191.06	1
2015 / 12	Manhattan	12	5112.69	644.45	627.68	1
2015 / 12	Queens	3	5063.95	496.69	475.24	4
2015 / 12	Manhattan	4	2343.31	534	390.91	1
2015 / 12	Bronx	10	2608.34	458.26	379.5	2
2015 / 12	Bronx	3	1915.42	167.74	192.68	2
2015 / 12	Brooklyn	5	4677.08	343.7	391.3	3
2015 / 12	Manhattan	2	2075.74	573.13	350.35	1
2015 / 12	Queens	10	3430.71	555.41	472.98	4
2015 / 12	Manhattan	11	2379.51	276.03	222.27	1
2015 / 12	Brooklyn	17	4571.89	424.24	443.44	3
2015 / 12	Manhattan	3	2971.58	413.91	324.21	1
2015 / 12	Manhattan	10	2910.65	333.67	271.9	1
2015 / 12	Brooklyn	6	2091.55	698.03	437.39	3
2015 / 12	Brooklyn	1	5389.13	662.75	494.07	3
2015 / 12	Bronx	11	3221.72	380.53	323.06	2
2015 / 12	Bronx	7	3809.47	342.24	414.32	2
2015 / 12	Brooklyn	16	2101.95	131.11	143.13	3
2015 / 12	Brooklyn	18	5564.78	780.21	586.59	3
2015 / 12	Brooklyn	11	5112.12	787.94	535.54	3
2015 / 12	Brooklyn	12	6494.75	847.49	421.91	3
2015 / 12	Brooklyn	3	4024.24	394.32	332.24	3
2015 / 12	Manhattan	1	1362.89	444.99	245.89	1
2015 / 12	Queens	4	4400.94	447.87	390.71	4
2015 / 12	Brooklyn	9	3131.04	285.42	204.77	3
